# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/0e04b1f2d4a36ac927ba40b020eeff2522fa87f0.LOOPER refset/0e04b1f2d4a36ac927ba40b020eeff2522fa87f0.LOOPER 0.000287902
refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0
refset/0e2db35d1669c481e0c1f56e9ad077a6c9cda3cf.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/0e2dbab8b36efae5b97e33ea79211ae2e14dfc27.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/0e3e15edf1ccaed6e74243dedcf5587a62df1014.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/0e648b5485d15a4abe9efb0131ec6a80a0565fb8.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/0e660c5998df95875b36e78d23849aef1c2bc213.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/0e67af4240ffacdf20850f75114fcb3d112b32e3.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/0e8b7793f24425c24b8e7fdf80fe335247fcaeb4.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.496522
refset/0e945f38f9324e4bd79d960e66e94db461caa063.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.489112
refset/0e947e116aabcf6668143fcdfc9268f3608ff084.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/0eb627d9b3a88571ddb427fdd747927517b8a931.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.475097
refset/0efc22809fb9466694c7cab8e4ba421e6b90e5bf.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.502018
refset/0f0fa46b572d6a48955fec511672e61513168208.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.498902
refset/0f17db5a3fb5af15552633f0be741d5f9314f943.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.322411
refset/0f1bc8a8c0aeab22c20c0fdfc947601968fcf22e.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/0f324487a0d6794f62f2911e037aef10f74d311f.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.179975
refset/0f3a5b4203999a8b22a0d66710828ce93d5f0c2a.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/0f65554a2ed82ae508504c90c7a5a7edc1e32f3b.VAPSUP refset/cf8a4ed1108d4298878331a766bc9d32358fd6a7.VAPSUP 0.357115
refset/0f78051f23874e9e1b8638519e537926288d16ed.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/0f90c6c840632d5699e59ce37c357bd26d9590d1.SALITY refset/0f90c6c840632d5699e59ce37c357bd26d9590d1.SALITY 0.000164873
refset/0fb60e7d7e6ecd640215c5a42d26b841322e0463.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.32617
refset/0fc27ac4937a99ddea153b9e14e8d0416fcd71a9.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.506387
refset/0fcad577e109656c5d5943081dfd4f0746c4ad2d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/0fe84923f7ca0e4876e9e87967b432b39490efa5.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.3454
refset/0ff18e23475a7471db70b9c03ffdd8da29dff417.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/1026b45abf62d759802594b202ecb086e7cb94a4.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.473552
refset/104a2f00a7b349ec2ec365eac8aa7f793f39bfa8.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.300863
refset/1060e0f2e71f22d27f69d15451df92858f72ce38.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.322856
refset/10701b79295623190ef7dea0c834e7acfaddd342.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/1079b3399a33ea98aaab71c0459a34a09daa2160.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.140935
refset/1086fffe29dcb2d7cd8f6820953dcd9c2939c49e.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.49987
refset/10bc23ff7e14b9c2341068db8a633c441bd28862.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/10cbbdf550c49e989919599e8b7ff99d6a344ded.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/10ce38efe415918596f1c6d75eab033115538971.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.301053
refset/10d3354593990ab8810f3da8e2b6bb35814c3054.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.509183
refset/10e064e9267824a9683fdd18ed048143895a4ecd.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.308981
refset/10eb230fb9a946b5dea12101a5e4365ab287b91b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.270834
refset/113abc65de4891c887b80f34bfa7e0f32ea28021.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/114819190acbbfa6099f8220261a49356ebee048.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130811
refset/116508ba129234696be654551a53803bf9f5fb53.SALITY refset/87b50849df0b9e6d4a0f2573925b94836550f0b1.SALITY 0.637837
refset/11901a342a6326daf581ce4a8afc4b4847619aaa.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/11b0c83b2814f155f8890804409ee70cd6ce8eea.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/11cd57eaa5da10097c09426162bf3da7df4a5e0f.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/125507c80a2732f2a2badd574106c75c77265c19.LOOPER refset/125507c80a2732f2a2badd574106c75c77265c19.LOOPER 0
refset/125f834a2c8771f02d3315fc8b23aa6f8ebacc6d.PORNDIALER refset/125f834a2c8771f02d3315fc8b23aa6f8ebacc6d.PORNDIALER 7.9287e-05
refset/12609a38a7403e7976c599acdf29a5112f8bba95.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/126c538ccb3bb32e75ab64a3ded07cae3f450377.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/126da792fb959e29e326d89b1883d9ac0d709bf3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/128336e0eb452fef2e183947134d35e457250a27.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.432246
refset/1286bd69357710e7304d878b1647cc5af4b57e62.SWIZZOR refset/1286bd69357710e7304d878b1647cc5af4b57e62.SWIZZOR 0
refset/12b8abb02611f1611074b0d186d0a18054d2132f.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.329661
refset/12cd1bd6ba15eed85109f7fb56c8500f86d50d88.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/12d9c4082963c904e5abe7c93a7db1b51865ef20.LOOPER refset/12d9c4082963c904e5abe7c93a7db1b51865ef20.LOOPER 0
refset/12dd2d29ce7845e39f3af6e2b087f6757f4314f9.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/12dfa7c2c20dfb9f4abc304e83556fe452da7904.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/12e4fe5bbcfcb96cfcbc4e5cbdd748171f9db11b.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.249561
refset/12e84ebf57581ba0aafc0750a5bb9bfb426e1acc.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.356205
refset/1310b395f26a90deb97e929dc348404f277ced6b.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.348653
refset/133e63332dc37001975e812a18f35a94fd60c84b.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1349a3c5f3a1540a2dda1238abed0ec54f09717b.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.611124
refset/13506796c0eb3f5abe59fcc88f97eff1727b5c43.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/135511fe7dd3df5632862c9d89478299fcefc24e.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.359344
refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0
refset/138593c8723407e1537678057ba3b55caad722da.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.613129
refset/139188511afc28f858ccc1b3e011e88162cd0d2b.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.179975
refset/139df4d2d9441afa1e23c4f60e82564d29023ae7.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/13dd2834b2109efaa08986eabc8a2466d0542252.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.417937
refset/13dfe5b8e7196d3a8d24a5cb8fdd4cf6dd35e344.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324488
refset/13fcff890a2f9f751fbc1894502b663a15a5001b.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/1413c86cc063fc3d23b30866eec96f2eb83d7d94.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.498619
refset/141e343e53d4c479f0f2f49093a4ee1cef3ee09a.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.513226
refset/142daf198212ccfbf5a37cac7445824e5408824d.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/142ed53a2b1867c1dd6458b1e57e53fdd123bb46.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.439971
refset/1467607cb2407f2bd78fbf3a7965adce6329e5e1.ZHELATIN refset/1467607cb2407f2bd78fbf3a7965adce6329e5e1.ZHELATIN 0
refset/146a0badc84aed4f81677150d27a9814d5e333aa.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/147e1f4b814b83867a14f5433fb272a4bfc6dfee.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/147e74e910d0f2ea750eb3978fd288ca85759798.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.179975
refset/14900da78a382de0f0b6e91c963b00d05847c02b.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303569
refset/1499ef945d7c50ff90d0278d7677aa50b2850ac3.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/14d20cafeff07b0d5165d7f11ad793c38e4223eb.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.339489
refset/14e1e850b9a6ad4e4ad1aba3547ac75b92e847d4.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.515566
refset/14e289901515aab3d3a419d2b3e90c6f89af4442.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.113228
refset/14f4fcc86c99774672cc9b6a93678e183af73b97.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/14fdb40a2356c9a5ee52723e76add77f85fdef5d.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.508239
refset/14fdf1e79e6faa3cd6276042ef85372f3391de98.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.324848
refset/152b4473203ac71d30da418ce7fcc2258247bc0a.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/153949492032c45c3d6bbd46187dbcafd0fb7add.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/1543b801fbdf52a025d53933bcad3ba3ebed5c9c.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/15459dbb028380b5d3906059e12f84a39073863c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.340122
refset/155ce70be9334accdc561dd57766f3964fe27b63.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/1563e756cb72e8b5ccb6b5e5cec68864115bd3a7.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/156a0a7218216f0de4c5263aa1dcc64136e0c939.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.433968
refset/1594962717029a16f3a5632b45d4628e74f2a570.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.512119
refset/1598bc8a7c0df91d402c62c729b32594505a6638.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.323221
refset/15b955426b99127b23908b01dba13c3f9447577e.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/15bc902d491969f13d68467f2d7414300123ec46.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/15c6b3af02ad737c58f4b553e43f91d1b664172c.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.314196
refset/15ce99b273e5c282c176d9b1ad8bf4eb431468b8.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.308882
refset/160fd9cd692c247c779b2f4f111b3bd66ead38c1.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.32192
refset/1611dd9cd0d494481ae54474d17b119849de7014.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.296386
refset/16324087b539676d1f50015a78d1fc066292f296.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.141917
refset/163f737b763dfdd5fe3113d915ed139325f47774.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.274811
refset/1644a4ce8ead01fdf2347d24787c4e16500a0ca1.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/164a754818cc3fb06602fdd895c399877a7c841e.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1658b7a78a4e3826a21955052148f41035acbf77.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/16780c73b91a54024fc3274e9a24bc8e3fbeb1b1.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.339489
refset/16886bba8c193a829ddb6922cd8d05a7f316c44c.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.443731
refset/169af72f71530ec020ac4d3377a87676ccdddd4b.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.336143
refset/16a2cf8d9d352cb995731b4bca689a3214c2d146.FLYSTUDIO refset/23d9f05ca0ff83520f5eabc83886a0a53ec23627.FLYSTUDIO 0.465956
refset/16e0b48f1a67237aceb47e703509667f64fd530c.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.497012
refset/16ed5d5c13e4575fa07ca495b19fbdc4ebc2a908.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/16f3764acaa4e0332fcebf46ed55f0705cf29711.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.521288
refset/17220b8225880d3590ff2c5e0e7b1c79e81b40ed.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/176fe67605e634b83b5058a7ec208b3d76b7e49f.ZHELATIN refset/176fe67605e634b83b5058a7ec208b3d76b7e49f.ZHELATIN 0.000422589
refset/1799a3efe6f0e289851d6acd227b2c424d5a6761.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/179df3a37870b5cc1ee978ef932ce7cb5dc227dc.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.515598
refset/17b152fb18747ab2a1d85bf8953fb012371dd243.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.118198
refset/17d5dc65f4a5b88e9bf249c9c77418d1cef8111f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/17ecec50b2ad7ddccb7fc3ba31c4fd31b2c84f33.FLYSTUDIO refset/17ecec50b2ad7ddccb7fc3ba31c4fd31b2c84f33.FLYSTUDIO 0.000188123
refset/17edf1a54316383438b30d856343032a523615e9.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.510027
refset/180ec2ad9a5d84cb18ac21a3bc649d1dc4d1e648.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.299466
refset/1813235e5fb2047f341b70483c39670555440ab6.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.56014
refset/18293d23a785ff510367c6e4bf28245e30ab4532.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.500655
refset/183bff0216ec71c0c6b7d8ccd472a8e37ccc2f02.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.303645
refset/1857282524971ec44bed61a6a292ba335c7ade6d.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134868
refset/186c2222fc5df8bba0fbec5d3d94750b5d1cb115.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.441808
refset/189830d850628eaf9aaac8a7d4d78d00b44a22f0.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/18998426b9c58eb9fbfe068798303be08de1f46e.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/18be8da44e86715cb4fcd050a053883b4f02a4c6.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.495343
refset/18f1ea646ec67c0aa98f33c29d4d7dd2c113dd09.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.485867
refset/191754f8d7a5917dec229e18815c34c42fca4163.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/1922f24778445984aa2006d225eeed7bb5d69d09.LOOPER refset/1922f24778445984aa2006d225eeed7bb5d69d09.LOOPER 0
refset/19258c548e52345f337f32e212524a753efa8ac9.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/193cd0946fcb485268e464d4990f1bc50f11eda1.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.179975
refset/196132f022bf20fb255fa95ee43a6afd0e7f24c5.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/197d6f646dfb1de8ff3c110b5110d546c2e29856.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/198243b694768a52a0c0cb6c6b9ea838656c8045.LDPINCH refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.45739
refset/198c72f12cbc4c0cffe7a791a767117ddbb4ff97.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.313428
refset/19c66ddd1b79e5f256c7dde0c8054a23a09406d8.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.307279
refset/1a13918a19064d35d00c05ab061b574f9f279634.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.153082
refset/1a4063b86ec644a23f0638ef627d1ef4860e7820.FLYSTUDIO refset/31967aef7795d3c69b9acc234d55cbc89bec182d.FLYSTUDIO 0.587321
refset/1a429c6ab26dac833faec3cb311fc7590d53e897.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.358274
refset/1a57c7462b14c4a6103bb3d1cea20404dd832c18.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.335627
refset/1a6b6f5771198a382bdc0b387a48aa995d44200b.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/1a74622363e64e13712bf3bb442938e416f16de2.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.519863
refset/1ab99a1d1fcaf3e1efd1f75733d30a43a599c5fb.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1ad284f5a1f607656652d10be717954b34c00715.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.328571
refset/1b04749b6db939eee6553a9f9d3b161113f20e7a.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.486159
refset/1b04794224bead0aff7d92f18fbaba2a0229f508.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1b12cab2ddb5c70f66833c71dadb23a69c70d510.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.256568
refset/1b1fab9d470e15f8193fd84bb67e691e22da2e1f.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/1b37f139d52fcd165c9ab9c9b630452296fc45f9.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.506755
refset/1b4ca16f567ab1fe20f24d1b1bcd51d107d016f2.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.482709
refset/1b565a12d7c25e155f8c0fb02b6e379867376347.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/1b828e515f52c777b77edb387f50e5658e9e9579.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.234572
refset/1b8afb6b192a3a62c3cb7e2e82ba8662a0980762.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/1b9651e5054509ec8aa583f9b980c85d0450ee18.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1b9817159c647da10df24421106df1261fbac3d2.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.309497
refset/1b99946d237476ba877f560ad58d85ea157335da.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.345262
refset/1beabf1e05c5f1d046a5a68b510bc3b3f80fa7f8.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.584236
refset/1bf853c278eb40d9d44022d7c7e67acb77d7d6ad.SALITY refset/1bf853c278eb40d9d44022d7c7e67acb77d7d6ad.SALITY 4.31584e-05
refset/1c2358ad7c6dc8220b6f5dcefc9246e41c1a8940.LOOPER refset/1c2358ad7c6dc8220b6f5dcefc9246e41c1a8940.LOOPER 0.000343916
refset/1c320885eff7db93ceb3a20496b0cc80cd7ffb50.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/1c36467ad016127816f62907280578bedbc86d05.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/1c408f2f9cddba87065f6f9151be98db141db31f.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.29689
refset/1c48391c7a2c74270418240e0d34a74035b09680.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.513817
refset/1c5c54f8ea5078e22464a31be4f850bf8fcb5fa9.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.328143
refset/1c67033e50d390f8be20b6a6ba217ec3400f3260.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.183054
refset/1c93f77ae02aedd5d382bc72c4a272ceb443d34f.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.142965
refset/1ca9b164296a51931d4905fe24577a1b8c6ab21a.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.474331
refset/1caec8d781a0314b83e8390e0e526473a64e7df5.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.329369
refset/1cbc0ad276ee6a7920ac4fbb777f186283fc4130.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.149899
refset/1cc4d8008bd8e6bdedbc2d0a6873a1b71b0e1870.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.301819
